# Spaceport America (Up to date)
# 1049 data points written for 34 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.6 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
34.279,3479.993,-23.36,-0.058,23.372,0.397,2527.51,2.796,2527.512,0.063,0.915,0.392,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.667,-17.592,539.205,320.638,0.5,0.739
34.779,3468.311,-23.371,-0.022,23.383,0.383,2525.852,2.799,2525.854,0.064,1.106,0.382,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.838,-17.516,540.026,320.684,0.5,0.739
35.279,3456.625,-23.372,-0.001,23.382,0.352,2523.893,2.802,2523.894,0.064,1.283,0.352,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,-17.44,540.882,320.73,0.5,0.739
35.779,3444.94,-23.368,0.008,23.372,0.23,2521.695,2.804,2521.696,0.064,1.398,0.23,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.839,-17.364,541.749,320.776,0.5,0.739
36.279,3433.259,-23.356,0.023,23.369,0.412,2519.233,2.805,2519.235,0.064,1.603,0.412,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.386,-17.288,542.616,320.822,0.5,0.739
36.779,3421.584,-23.345,0.021,23.351,0.264,2516.495,2.806,2516.496,0.064,1.735,0.263,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.236,-17.212,543.482,320.868,0.5,0.739
37.279,3409.914,-23.334,0.022,23.335,0.114,2513.603,2.807,2513.605,0.064,1.791,0.111,33,-106.992,9.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.007,-17.136,544.348,320.914,0.5,0.74
37.779,3398.25,-23.322,0.025,23.322,0.063,2510.642,2.807,2510.644,0.064,1.82,0.058,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.936,-17.061,545.214,320.96,0.5,0.74
38.279,3386.592,-23.308,0.027,23.309,0.03,2507.652,2.807,2507.654,0.064,1.826,0.013,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.857,-16.985,546.079,321.006,0.5,0.74
38.779,3374.941,-23.294,0.028,23.294,0.033,2504.65,2.807,2504.651,0.064,1.834,0.017,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.872,-16.909,546.943,321.052,0.5,0.74
39.279,3363.298,-23.28,0.029,23.28,0.04,2501.629,2.807,2501.631,0.064,1.848,0.027,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.905,-16.833,547.807,321.098,0.5,0.74
39.779,3351.661,-23.265,0.029,23.265,0.054,2498.617,2.807,2498.618,0.064,1.825,0.046,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.747,-16.758,548.671,321.144,0.5,0.74
40.279,3340.033,-23.25,0.031,23.252,0.155,2495.561,2.807,2495.562,0.064,1.901,0.152,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.192,-16.682,549.534,321.19,0.5,0.741
40.779,3328.411,-23.235,0.029,23.236,0.099,2492.403,2.806,2492.405,0.065,1.948,0.095,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.132,-16.606,550.397,321.235,0.5,0.741
41.279,3316.797,-23.221,0.029,23.221,0.056,2489.227,2.806,2489.228,0.065,1.924,0.048,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.842,-16.531,551.258,321.281,0.5,0.741
41.779,3305.19,-23.206,0.029,23.206,0.051,2486.053,2.805,2486.054,0.065,1.946,0.042,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.031,-16.455,552.12,321.327,0.5,0.741
42.279,3293.591,-23.191,0.03,23.192,0.128,2482.912,2.805,2482.914,0.065,1.883,0.124,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.658,-16.38,552.981,321.373,0.5,0.741
42.779,3281.999,-23.177,0.029,23.177,0.029,2479.823,2.805,2479.824,0.065,1.883,3.868e-4,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889,-16.304,553.841,321.418,0.5,0.741
43.279,3270.414,-23.162,0.029,23.163,0.087,2476.699,2.804,2476.701,0.065,1.924,0.082,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.084,-16.229,554.701,321.464,0.5,0.742
43.779,3258.837,-23.148,0.029,23.148,0.096,2473.58,2.803,2473.582,0.065,1.879,0.092,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.715,-16.154,555.56,321.51,0.5,0.742
44.279,3247.266,-23.133,0.029,23.134,0.065,2470.475,2.803,2470.476,0.065,1.908,0.058,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.023,-16.079,556.419,321.555,0.5,0.742
44.779,3235.703,-23.119,0.029,23.119,0.067,2467.37,2.802,2467.372,0.065,1.877,0.061,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.771,-16.003,557.277,321.601,0.5,0.742
45.279,3224.148,-23.104,0.029,23.105,0.099,2464.252,2.802,2464.253,0.065,1.925,0.095,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.108,-15.928,558.134,321.646,0.5,0.742
45.779,3212.599,-23.09,0.029,23.091,0.129,2461.042,2.801,2461.044,0.065,1.988,0.126,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.228,-15.853,558.992,321.692,0.5,0.742
46.279,3201.058,-23.075,0.028,23.076,0.082,2457.813,2.801,2457.815,0.065,1.949,0.077,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.812,-15.778,559.848,321.737,0.5,0.743
46.779,3189.524,-23.061,0.029,23.062,0.108,2454.573,2.8,2454.574,0.065,2.001,0.104,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.201,-15.703,560.704,321.783,0.5,0.743
47.279,3177.997,-23.047,0.029,23.048,0.102,2451.25,2.8,2451.251,0.065,2.05,0.098,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.238,-15.628,561.559,321.828,0.5,0.743
47.779,3166.477,-23.033,0.028,23.033,0.068,2447.861,2.799,2447.862,0.066,2.081,0.062,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.203,-15.553,562.414,321.874,0.5,0.743
48.279,3154.964,-23.019,0.028,23.019,0.04,2444.435,2.798,2444.436,0.066,2.096,0.029,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.155,-15.478,563.269,321.919,0.5,0.743
48.779,3143.458,-23.005,0.028,23.005,0.031,2441.003,2.798,2441.004,0.066,2.089,0.014,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.069,-15.403,564.123,321.964,0.5,0.743
49.279,3131.96,-22.99,0.029,22.992,0.165,2437.643,2.797,2437.645,0.066,2.007,0.162,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.715,-15.329,564.976,322.01,0.5,0.743
49.779,3120.468,-22.976,0.027,22.976,0.042,2434.337,2.797,2434.339,0.066,2.023,0.031,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.088,-15.254,565.829,322.055,0.5,0.744
50.279,3108.983,-22.962,0.028,22.963,0.118,2431.065,2.796,2431.067,0.066,1.966,0.115,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.761,-15.179,566.681,322.1,0.5,0.744
50.779,3097.506,-22.948,0.028,22.949,0.122,2427.889,2.795,2427.891,0.066,1.907,0.118,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.695,-15.104,567.533,322.146,0.5,0.744
51.279,3086.035,-22.935,0.027,22.935,0.062,2424.739,2.795,2424.74,0.066,1.934,0.056,33,-106.992,9.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,-15.03,568.384,322.191,0.5,0.744
51.779,3074.571,-22.921,0.028,22.921,0.117,2421.612,2.794,2421.614,0.066,1.877,0.114,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.674,-14.955,569.235,322.236,0.5,0.744
52.279,3063.114,-22.907,0.027,22.907,0.044,2418.518,2.793,2418.52,0.066,1.894,0.034,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.964,-14.881,570.085,322.281,0.5,0.745
52.779,3051.664,-22.892,0.029,22.895,0.207,2415.327,2.793,2415.328,0.066,1.997,0.205,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.379,-14.806,570.935,322.326,0.5,0.745
53.279,3040.222,-22.878,0.028,22.88,0.152,2411.99,2.792,2411.991,0.066,2.072,0.15,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.352,-14.732,571.784,322.371,0.5,0.745
53.779,3028.786,-22.865,0.026,22.866,0.073,2408.619,2.792,2408.621,0.066,2.037,0.068,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.919,-14.658,572.633,322.416,0.5,0.745
54.279,3017.357,-22.852,0.027,22.852,0.094,2405.24,2.791,2405.242,0.066,2.082,0.09,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.253,-14.583,573.481,322.461,0.5,0.745
54.779,3005.934,-22.838,0.027,22.839,0.047,2401.809,2.79,2401.81,0.067,2.102,0.039,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.179,-14.509,574.329,322.506,0.5,0.745
55.279,2994.518,-22.825,0.027,22.825,0.029,2398.356,2.79,2398.358,0.067,2.107,0.011,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.135,-14.435,575.176,322.551,0.5,0.745
55.779,2983.109,-22.812,0.027,22.812,0.043,2394.886,2.789,2394.887,0.067,2.124,0.034,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.193,-14.36,576.023,322.596,0.5,0.746
56.279,2971.707,-22.798,0.027,22.799,0.107,2391.444,2.789,2391.445,0.067,2.072,0.104,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89,-14.286,576.869,322.641,0.5,0.746
56.779,2960.311,-22.784,0.028,22.785,0.147,2388.103,2.788,2388.105,0.067,2,0.145,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743,-14.212,577.738,322.686,0.5,0.746
57.279,2948.923,-22.77,0.029,22.772,0.174,2384.893,2.787,2384.895,0.067,1.914,0.172,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.607,-14.138,578.63,322.731,0.5,0.746
57.779,2937.542,-22.756,0.027,22.756,0.085,2381.72,2.787,2381.722,0.067,1.954,0.08,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.107,-14.064,579.521,322.776,0.5,0.746
58.279,2926.167,-22.742,0.028,22.742,0.098,2378.553,2.786,2378.555,0.067,1.907,0.094,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743,-13.99,580.411,322.821,0.5,0.746
58.779,2914.8,-22.728,0.028,22.728,0.056,2375.404,2.786,2375.406,0.067,1.932,0.049,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,-13.916,581.301,322.866,0.5,0.746
59.279,2903.439,-22.714,0.028,22.714,0.052,2372.253,2.785,2372.255,0.067,1.91,0.044,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.836,-13.842,582.191,322.91,0.5,0.747
59.779,2892.086,-22.7,0.028,22.7,0.051,2369.102,2.784,2369.104,0.067,1.931,0.043,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,-13.768,583.079,322.955,0.5,0.747
60.279,2880.739,-22.686,0.028,22.686,0.081,2365.903,2.784,2365.905,0.067,1.969,0.076,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.113,-13.695,583.968,323,0.5,0.747
60.779,2869.4,-22.672,0.029,22.673,0.123,2362.623,2.783,2362.625,0.067,2.029,0.119,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.252,-13.621,584.855,323.045,0.5,0.747
61.279,2858.067,-22.658,0.028,22.658,0.047,2359.31,2.783,2359.312,0.068,2.01,0.037,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,-13.547,585.743,323.089,0.5,0.747
61.779,2846.742,-22.644,0.028,22.644,0.098,2356.051,2.782,2356.053,0.068,1.963,0.094,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,-13.474,586.629,323.134,0.5,0.747
62.279,2835.424,-22.63,0.028,22.63,0.053,2352.812,2.781,2352.814,0.068,1.986,0.045,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.074,-13.4,587.515,323.179,0.5,0.748
62.779,2824.112,-22.616,0.027,22.616,0.029,2349.558,2.781,2349.56,0.068,1.981,0.01,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.97,-13.326,588.401,323.223,0.5,0.748
63.279,2812.807,-22.603,0.028,22.603,0.038,2346.319,2.78,2346.321,0.068,1.968,0.026,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.926,-13.253,589.286,323.268,0.5,0.748
63.779,2801.509,-22.589,0.027,22.589,0.033,2343.099,2.78,2343.1,0.068,1.959,0.019,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.931,-13.179,590.17,323.312,0.5,0.748
64.279,2790.218,-22.575,0.028,22.575,0.058,2339.907,2.779,2339.908,0.068,1.933,0.051,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.847,-13.106,591.054,323.357,0.5,0.748
64.779,2778.934,-22.561,0.027,22.561,0.035,2336.727,2.778,2336.728,0.068,1.944,0.023,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.991,-13.033,591.938,323.401,0.5,0.748
65.279,2767.657,-22.548,0.027,22.548,0.027,2333.537,2.778,2333.539,0.068,1.944,5.342e-4,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,-12.959,592.82,323.446,0.5,0.748
65.779,2756.387,-22.534,0.028,22.535,0.12,2330.3,2.777,2330.302,0.068,2.002,0.117,33,-106.992,9.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.219,-12.886,593.703,323.49,0.5,0.748
66.279,2745.123,-22.52,0.027,22.52,0.041,2327.003,2.777,2327.004,0.068,2.018,0.031,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.08,-12.813,594.585,323.534,0.5,0.748
66.779,2733.866,-22.507,0.027,22.507,0.027,2323.691,2.776,2323.693,0.068,2.02,0.004,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.033,-12.739,595.466,323.579,0.5,0.749
67.279,2722.616,-22.493,0.028,22.494,0.124,2320.427,2.775,2320.429,0.069,1.96,0.12,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,-12.666,596.347,323.623,0.5,0.749
67.779,2711.373,-22.48,0.027,22.48,0.038,2317.223,2.775,2317.225,0.069,1.946,0.027,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.905,-12.593,597.227,323.667,0.5,0.749
68.279,2700.136,-22.467,0.027,22.467,0.027,2314.028,2.774,2314.03,0.069,1.949,0.006,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.966,-12.52,598.106,323.712,0.5,0.749
68.779,2688.906,-22.453,0.027,22.453,0.037,2310.841,2.774,2310.843,0.069,1.936,0.026,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.896,-12.447,598.985,323.756,0.5,0.749
69.279,2677.683,-22.44,0.027,22.44,0.042,2307.678,2.773,2307.68,0.069,1.92,0.033,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.868,-12.374,599.864,323.8,0.5,0.749
69.779,2666.466,-22.427,0.027,22.427,0.031,2304.536,2.772,2304.537,0.069,1.912,0.016,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89,-12.301,600.742,323.844,0.5,0.749
70.279,2655.256,-22.413,0.027,22.414,0.069,2301.425,2.772,2301.427,0.069,1.88,0.063,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.773,-12.228,601.62,323.889,0.5,0.749
70.779,2644.053,-22.4,0.027,22.401,0.14,2298.397,2.771,2298.399,0.069,1.812,0.137,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.573,-12.155,602.497,323.933,0.5,0.749
71.279,2632.856,-22.387,0.026,22.387,0.072,2295.398,2.771,2295.399,0.069,1.845,0.067,33,-106.992,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.971,-12.082,603.373,323.977,0.5,0.749
71.779,2621.666,-22.374,0.026,22.374,0.041,2292.357,2.77,2292.359,0.069,1.861,0.032,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.924,-12.01,604.249,324.021,0.5,0.75
72.279,2610.483,-22.361,0.026,22.361,0.028,2289.308,2.77,2289.31,0.069,1.856,0.01,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.845,-11.937,605.125,324.065,0.5,0.75
72.779,2599.306,-22.348,0.026,22.348,0.1,2286.223,2.769,2286.225,0.069,1.905,0.097,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.083,-11.864,606,324.109,0.5,0.75
73.279,2588.135,-22.335,0.026,22.335,0.047,2283.083,2.769,2283.084,0.069,1.924,0.039,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-11.792,606.874,324.153,0.5,0.75
73.779,2576.971,-22.321,0.026,22.322,0.106,2279.884,2.768,2279.886,0.07,1.976,0.103,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.164,-11.719,607.748,324.197,0.5,0.75
74.279,2565.813,-22.309,0.026,22.309,0.032,2276.651,2.767,2276.653,0.07,1.966,0.019,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.939,-11.646,608.622,324.241,0.5,0.75
74.779,2554.662,-22.296,0.026,22.296,0.032,2273.418,2.767,2273.42,0.07,1.976,0.019,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,-11.574,609.495,324.285,0.5,0.75
75.279,2543.518,-22.283,0.026,22.283,0.05,2270.159,2.766,2270.161,0.07,1.997,0.043,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.079,-11.501,610.367,324.329,0.5,0.75
75.779,2532.379,-22.27,0.026,22.27,0.042,2266.869,2.766,2266.871,0.07,2.014,0.034,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.079,-11.429,611.239,324.373,0.5,0.751
76.279,2521.248,-22.257,0.027,22.258,0.151,2263.505,2.765,2263.507,0.07,2.088,0.149,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.358,-11.357,612.11,324.417,0.5,0.751
76.779,2510.122,-22.244,0.025,22.244,0.026,2260.082,2.765,2260.084,0.07,2.085,0.007,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.078,-11.284,612.981,324.461,0.5,0.751
77.279,2499.003,-22.232,0.025,22.232,0.025,2256.663,2.764,2256.664,0.07,2.084,4.253e-4,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09,-11.212,613.852,324.504,0.5,0.751
77.779,2487.89,-22.219,0.026,22.22,0.083,2253.211,2.763,2253.213,0.07,2.124,0.079,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,-11.14,614.722,324.548,0.5,0.751
78.279,2476.784,-22.206,0.026,22.207,0.095,2249.689,2.763,2249.691,0.07,2.17,0.091,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.336,-11.067,615.591,324.592,0.5,0.751
78.779,2465.684,-22.194,0.025,22.194,0.035,2246.141,2.762,2246.142,0.07,2.157,0.025,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.119,-10.995,616.463,324.636,0.5,0.751
79.279,2454.59,-22.181,0.026,22.181,0.071,2242.629,2.761,2242.631,0.071,2.124,0.066,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.013,-10.923,617.379,324.68,0.5,0.752
79.779,2443.503,-22.167,0.027,22.168,0.129,2239.197,2.761,2239.199,0.071,2.061,0.126,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.845,-10.851,618.294,324.723,0.5,0.752
80.279,2432.423,-22.154,0.027,22.155,0.148,2235.876,2.76,2235.877,0.071,1.988,0.145,33,-106.993,9.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.739,-10.779,619.208,324.767,0.5,0.752
80.779,2421.349,-22.141,0.026,22.141,0.095,2232.651,2.76,2232.653,0.071,1.943,0.092,33,-106.993,9.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.788,-10.707,620.122,324.811,0.5,0.752
81.279,2410.282,-22.128,0.027,22.129,0.134,2229.519,2.759,2229.52,0.071,1.877,0.131,33,-106.993,9.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.653,-10.635,621.035,324.854,0.5,0.752
81.779,2399.222,-22.114,0.026,22.115,0.101,2226.48,2.758,2226.481,0.071,1.828,0.098,33,-106.993,9.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.663,-10.563,621.948,324.898,0.5,0.752
